burlison v. mcdonald's corp., 455 f.3d 1242, 1246(11th cir. 2006)|29 usc. § 626(f)(1)(h)(i-ii)|29 usc. § 626(f)(1)(h)(i-ii)|29 usc. § 626||
cablevision sys. corp. v. f.c.c., 597 f.3d 1306, 1313(d.c. cir. 2010)|47 usc §548(c)(5)|47 usc §548(c)(5)|47 usc §548||
cablevision sys. corp. v. f.c.c., 649 f.3d 695, 709 - 710(d.c. cir. 2011)|47 usc §548(c)(2)|47 usc §548(c)(2)|47 usc §548||
caddo valley r. co. v. surface transp. bd., 512 f.3d 1021, 1023(8th cir. 2008)|49 usc §20907(h)|49 usc §20907(h)|49 usc §20907||
cadet v. bulger, 377 f.3d 1173, 1195(11th cir. 2004)|8 c.f.r. § 208.18(a)(2) |8 c.f.r. § 208.18(a)(2) |8 c.f.r. § 208.18||
california indep. sys. operator corp. v. f.e.r.c., 372 f.3d 395, 400(d.c. cir. 2004)|16 usc §824e(a)|16 usc §824e(a)|16 usc §824e||
california indus. products, inc. v. united states, 436 f.3d 1341, 1354 (fed. cir. 2006)|19 usc §1625(c) |19 usc §1625(c) |19 usc §1625|19 cfr 177.12(c)(1)(iii)(a)|19 cfr 177.12
california metro mobile commc'ns, inc. v. f.c.c., 365 f.3d 38, 45-6(d.c. cir. 2004)|47 usc § 316|47 usc § 316|47 usc § 316|47 usc § 405|47 usc § 405
california valley miwok tribe v. united states, 515 f.3d 1262, 1266(d.c. cir. 2008)|25 usc §5123(h)|25 usc §5123(h)|25 usc §5123||
california wilderness coal. v. u.s. dep't of energy, 631 f.3d 1072, 1085(9th cir. 2011)|16 usc §824p(a)(1-2)|16 usc §824p(a)(1-2)|16 usc §824p ||
calvao v. town of framingham, 599 f.3d 10, 18(1st cir. 2010)|29 usc §207(k)|29 usc §207(k)|29 usc §207||
camara v. holder, 725 f.3d 11|8 cfr 208.16(b)|8 cfr 208.16(b)|8 cfr 208.16||
camins v. gonzales, 500 f.3d 872, 879(9th cir. 2007)|.||||
can-am plumbing, inc. v. n.l.r.b., 321 f.3d 145, 149-50(d.c. cir. 2003)|.||||
can-am plumbing, inc. v. n.l.r.b., 321 f.3d 145, 149-50(d.c. cir. 2003)|.||||
candle corp. of am. v. u.s. int'l trade comm'n, 374 f.3d 1087, 1093-94(fed. cir. 2004)|.||||
cantarero v. holder, 734 f.3d 82(2013)|.||||
capato ex rel. b.n.c. v. comm'r of soc. sec., 631 f.3d 626, (3d cir. 2011) cert. granted, 132 s. ct. 576, 181 l. ed. 2d 419(u.s. 2011) and rev'd and remanded sub nom. astrue v. capato ex rel. b.n.c., 132 s. ct. 2021, 182 l. ed. 2d 887(u.s. 2012)|.||||
caraballo-tavera v. holder, 683 f.3d 49, 50(2d cir. 2012)|.||||
carcieri v. kempthorne, 497 f.3d 15, 30(1st cir. 2007) rev'd sub nom. carcieri v. salazar, 555 u.s. 379, 129 s. ct. 1058, 172 l. ed. 2d 791(2009)|25 usc 479|25 usc 479|||
caroleo v. gonzales, 476 f.3d 158, 166(3d cir. 2007)|.||||
carrillo de palacios v. holder, 708 f.3d 1066, 1069-70(9th cir. 2013)|.|8 usc 1182(a)(9)(c)(i)(ii)|8 usc 1182||
carrillo de palacios v. holder, 708 f.3d 1066, 1069-70(9th cir. 2013)|.|8 usc 1182(a)(9)(c)(i)(ii)|8 usc 1182||
cassidy v. chertoff, 471 f.3d 67, 84(2d cir. 2006)|46 usc 70102(a)|46 usc 70102(a)|46 usc 70102||
castellano-chacon v. i.n.s., 341 f.3d 533, 538(6th cir. 2003) holding modified by almuhtaseb v. gonzales, 453 f.3d 743(6th cir. 2006)|8 usc 1231(b)(3)(a)|8 usc 1231(b)(3)(a)|8 usc 1231||
castillo v. attorney general u.s., 729 f.3d 296(2013)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227|1101(a)(48)(a)|
castillo-arias v. u.s. atty. gen., 446 f.3d 1190, 1196(11th cir. 2006)|8 usc 1101(a)(42)(a); 8 usc 1231(b)(a)(3)||||
castro v. chicago hous. auth., 360 f.3d 721, 727(7th cir. 2004)|.||||
catawba cnty., n.c. v. e.p.a., 571 f.3d 20, 32(d.c. cir. 2009)|.||||
catawba cnty., n.c. v. e.p.a., 571 f.3d 20, 37(d.c. cir. 2009)|.||||
cathedral candle co. v. u.s. int'l trade comm'n, 400 f.3d 1352, 1357(fed. cir. 2005)|.||||
catholic health initiatives iowa corp. v. sebelius, 718 f.3d 914|.||||
cece v. holder, 733 f.3d 662(2013)|.||||
cellco p'ship v. f.c.c., 357 f.3d 88, 90(d.c. cir. 2004)|.||||
cellco p'ship v. f.c.c., 700 f.3d 534(d.c. cir. 2012)|.||||
cellular telecommunications & internet ass'n v. f.c.c., 330 f.3d 502, 510(d.c. cir. 2003)|.||||
cement kiln recycling coal. v. e.p.a., 493 f.3d 207, 220(d.c. cir. 2007)|.||||
cement kiln recycling coal. v. e.p.a., 493 f.3d 207, 220(d.c. cir. 2007)|.||||
cencast services, l.p. v. us, 729 f.3d 1352|.||||
cent. states se. & sw. areas pension fund v. o'neill bros. transfer & storage co., 620 f.3d 766, 774(7th cir. 2010)|.||||
ceridian corp. v. n.l.r.b., 435 f.3d 352, 356(d.c. cir. 2006)|.||||
cervantes-ascencio v. u.s. i.n.s., 326 f.3d 83, 86(2d cir. 2003)|.||||
cetto v. lasalle bank nat. ass'n, 518 f.3d 263, 275(4th cir. 2008)|.||||
chamber of commerce of u.s. v. n.l.r.b. , 721 f.3d 152|.||||
chaudhry v. holder, 705 f.3d 289, 292(7th cir. 2013)|.||||
chauffeur's training sch., inc. v. spellings, 478 f.3d 117, 124(2d cir. 2007)|.||||
chen v. ashcroft, 381 f.3d 221, 229(3d cir. 2004)|.||||
chen v. mukasey, 524 f.3d 1028, 1031(9th cir. 2008)|.||||
chen v. u.s. atty. gen., 565 f.3d 805, 809(11th cir. 2009)|.||||
cheng chen v. gonzales, 498 f.3d 758, 760(7th cir. 2007)|.||||
cheruku v. attorney gen. of u.s., 662 f.3d 198, 206(3d cir. 2011)|.||||
chippewa & flambeau imp. co. v. f.e.r.c., 325 f.3d 353, 360(d.c. cir. 2003)|.||||
christ the king manor, inc. v. secretary u.s. dept. of heath and human services, 730 f.3d 291|.||||
christ the king manor, inc. v. secretary u.s. dept. of heath and human services, 730 f.3d 291|.||||
citizens against ruining the env't v. e.p.a., 535 f.3d 670, 678(7th cir. 2008)|.||||
citizens coal council v. norton, 330 f.3d 478, 483(d.c. cir. 2003)|.||||
citizens coal council v. u.s. e.p.a., 447 f.3d 879, 892(6th cir. 2006)|.||||
citizens exposing truth about casinos v. kempthorne, 492 f.3d 460, 467(d.c. cir. 2007)|.||||
city of abilene v. u.s. e.p.a., 325 f.3d 657, 661(5th cir. 2003)|33 usc 1342(p)|33 usc 1342(p)|33 usc 1342||
city of anaheim, cal. v. f.e.r.c., 558 f.3d 521, 522(d.c. cir. 2009)|16 usc 824e(a)|16 usc 824e(a)|16 usc 824e||
city of arcadia v. u.s. envtl. prot. agency, 411 f.3d 1103, 1106-07(9th cir. 2005)|33 usc 1251(b)|33 usc 1251(b)|33 usc 1251||
city of arlington, tex. v. f.c.c., 668 f.3d 229, 254(5th cir. 2012) cert. granted in part, 133 s. ct. 421, 184 l. ed. 2d 252(u.s. 2012) and cert. granted in part, 133 s. ct. 524, 184 l. ed. 2d 252(u.s. 2012) and aff'd, 133 s. ct. 1863(u.s. 2013)|33 usc 1313|33 usc 1313|33 usc 1313|33 usc 1251(b)|
city of arlington, tex. v. f.c.c., 668 f.3d 229, 256(5th cir. 2012) cert. granted in part, 133 s. ct. 421, 184 l. ed. 2d 252(u.s. 2012) and cert. granted in part, 133 s. ct. 524, 184 l. ed. 2d 252(u.s. 2012) and aff'd, 133 s. ct. 1863(u.s. 2013)|47 usc § 332(c)(7)(b)(ii) and(v)| 47 usc § 332(c)(7)(b)(ii) and(v)| 47 usc § 332||
city of cleveland v. ohio, 508 f.3d 827, 842(6th cir. 2007)|23 usc 112(b)|23 usc 112(b)|23 usc 112||
city of cleveland v. ohio, 508 f.3d 827, 842(6th cir. 2007)|23 usc 112(b)|23 usc 112(b)|23 usc 112||
city of fremont v. f.e.r.c., 336 f.3d 910, 916(9th cir. 2003)|16 usc § 808(c )|16 usc § 808(c )|16 usc § 808 ||
city of fremont v. f.e.r.c., 336 f.3d 910, 920(9th cir. 2003)|16 usc § 808(a)(2)|16 usc § 808(a)(2)|16 usc § 808||
city of new york v. permanent mission of india to united nations, 618 f.3d 172, 189(2d cir. 2010)|22 usc § 4301|22 usc § 4301|22 usc § 4301||
city of redding, cal. v. f.e.r.c., 693 f.3d 828, 841(9th cir. 2012)|16 usc 824e(b)|16 usc 824e(b)|16 usc 824e||
city of tacoma, washington v. f.e.r.c., 331 f.3d 106, 115(d.c. cir. 2003)|16 usc 803(e)(1)|16 usc 803(e)(1)|16 usc 803||
city of tacoma, washington v. f.e.r.c., 460 f.3d 53, 63(d.c. cir. 2006)|16 usc § 808(a)(1)|16 usc § 808(a)(1)|16 usc § 808 ||
city of tacoma, washington v. f.e.r.c., 460 f.3d 53, 65(d.c. cir. 2006)|16 usc 797(e)|16 usc 797(e)|16 usc 797||
city of tacoma, washington v. f.e.r.c., 460 f.3d 53, 74(d.c. cir. 2006)|16 usc 797|16 usc 797|16 usc 797||
city of waukesha v. e.p.a., 320 f.3d 228, 239(d.c. cir. 2003)|42 usc 300g-1(a)|42 usc 300g-1(a)|42 usc 300g-1||
clark v. astrue, 602 f.3d 140, 147(2d cir. 2010)|42 usc 402(x)|42 usc 402(x)|42 usc 402 ||
clark v. u.s. dep't of agric., 537 f.3d 934, 941(8th cir. 2008)|16 usc 3822(f)(1)|16 usc 3822(f)(1)|16 usc 3822 ||
clearing house ass'n, l.l.c. v. cuomo, 510 f.3d 105, 119(2d cir. 2007) aff'd in part, rev'd in part, 557 u.s. 519, 129 s. ct. 2710, 174 l. ed. 2d 464(2009)|12 usc 484(a)|12 usc 484(a)|12 usc 484 ||
cleveland nat. air show, inc. v. u.s. dep't of transp., 430 f.3d 757, 763(6th cir. 2005)|108 p.l. 199 §521(a)(2)(b)|108 p.l. 199 §521(a)(2)(b)|108 p.l. 199 §521 ||
close v. thomas, 653 f.3d 970, 975(9th cir. 2011)|18 usc 3621(e)|18 usc 3621(e)|18 usc 3621||
cmty. care found. v. thompson, 318 f.3d 219, 226(d.c. cir. 2003)|42 usc 1395ww(a)(4)|42 usc 1395ww(a)(4)|42 usc 1395ww||
cmty. hosp. of monterey peninsula v. thompson, 323 f.3d 782, 793(9th cir. 2003)|42 cfr 413.80(e)|42 cfr 413.80(e)|42 cfr 413.80||
cnty. of los angeles v. leavitt, 521 f.3d 1073, 1078-1082(9th cir. 2008)|42 usc. § 1395ww(d)(5)(b)(vi).|42 usc. § 1395ww(d)(5)(b)(vi).|42 usc. § 1395ww||
coal. for common sense in gov't procurement v. united states, 707 f.3d 311, 317(d.c. cir. 2013)|10 usc 703|10 usc 703|10 usc 703|38 usc 8126|
coal. for gov't procurement v. fed. prison indus., inc., 365 f.3d 435, 442(6th cir. 2004)|18 usc 4122(b)(4)|18 usc 4122(b)(4)|18 usc 4122 ||
coal. for responsible regulation, inc. v. e.p.a., 684 f.3d 102, 119(d.c. cir. 2012) cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 468, 187 l. ed. 2d 279(u.s. 2013)|42 usc 7521(a)(1)|42 usc 7521(a)(1)|42 usc 7521 ||
coal. for responsible regulation, inc. v. e.p.a., 684 f.3d 102, 122-23(d.c. cir. 2012) cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 468, 187 l. ed. 2d 279(u.s. 2013)|42 usc 7521(a)(1)|42 usc 7521(a)(1)|42 usc 7521||
coal. for responsible regulation, inc. v. e.p.a., 684 f.3d 102, 128(d.c. cir. 2012) cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. denied, 134 s. ct. 418, 187 l. ed. 2d 279(u.s. 2013) and cert. granted in part, 134 s. ct. 418, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 419, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. granted in part, 134 s. ct. 468, 187 l. ed. 2d 278(u.s. 2013) and cert. denied, 134 s. ct. 468, 187 l. ed. 2d 279(u.s. 2013)|42 usc 7479(1)|42 usc 7479(1)|42 usc 7479||
coal. of battery recyclers ass'n v. e.p.a., 604 f.3d 613, 613(d.c. cir. 2010)|42 usc 7513(f)|42 usc 7513(f)|42 usc 7513||
cohen v. jp morgan chase & co., 498 f.3d 111, 124-25(2d cir. 2007)|12 usc 2607(b)|12 usc 2607(b)|12 usc 2607||
coke v. long island care at home, ltd., 376 f.3d 118, 128(2d cir. 2004) cert. granted, judgment vacated sub nom. long island care at home, ltd. v. coke, 546 u.s. 1147, 126 s. ct. 1189, 163 l. ed. 2d 1125(2006)|29 cfr 552.6|29 cfr 552.6|29 cfr 552.6||
cole v. u.s. atty. gen., 712 f.3d 517, 531(11th cir. 2013) cert. denied, 134 s. ct. 158, 187 l. ed. 2d 40(u.s. 2013)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)(a)||
columbia gas transmission corp. v. f.e.r.c., 404 f.3d 459, 463(d.c. cir. 2005)|15 usc 717|15 usc 717|15 usc 717||
comm. for fairly traded venezuelan cement v. united states, 372 f.3d 1284, 1286(fed. cir. 2004)|19 usc 1677(4)©|19 usc 1677(4)©|19 usc 1677 ||
commc'ns vending corp. of arizona, inc. v. f.c.c., 365 f.3d 1064, 1074(d.c. cir. 2004)|47 usc 415|47 usc 415|47 usc 415||
confederated salish & kootenai tribes v. u.s. ex rel. norton, 343 f.3d 1193, 1194(9th cir. 2003)|flathead reservation, mont., tribal lands., 82 stat. 356|flathead reservation, mont., tribal lands., 82 stat. 356|flathead reservation, mont., tribal lands., 82 stat. 356||
conocophillips co. v. u.s. e.p.a., 612 f.3d 822, 824(5th cir. 2010)|33 usc 1326(b)|33 usc 1326(b)|33 usc 1326||
consolidation coal co. v. director, office of workers' compensation programs, 721 f.3d 789(7th cir. 2013)|30 usc 901|30 usc 901|30 usc 901||
consumer electronics ass'n v. f.c.c., 347 f.3d 291, 299(d.c. cir. 2003)|47 usc 303|47 usc 303|47 usc 303||
contract mgmt., inc. v. rumsfeld, 434 f.3d 1145, 1149(9th cir. 2006)|15 usc 637(a)|15 usc 637(a)|15 usc 637 ||
contreras-bocanegra v. holder, 678 f.3d 811, 818(10th cir. 2012)|8 usc 1129(a)(7)(a)|8 usc 1129(a)(7)(a)|8 usc 1129 ||
cooper technologies co. v. dudas, 536 f.3d 1330, 1337(fed. cir. 2008)|35 usc 3(b)(2)(a)|35 usc 3(b)(2)(a)|35 usc 3||
coosemans specialties, inc. v. dep't of agric., 482 f.3d 560, 566(d.c. cir. 2007)|7 usc 499b|7 usc 499b|7 usc 499b||
coraggioso v. ashcroft, 355 f.3d 730, 734(3d cir. 2004)|8 u.s.c. § 1154(a)(1)(i)(ii)|8 u.s.c. § 1154(a)(1)(i)(ii)|8 u.s.c. § 1154||
cordiano v. metacon gun club, inc., 575 f.3d 199, 206(2d cir. 2009)|33 usc 1362(14)|33 usc 1362(14)|33 usc 1362||
core commc'ns, inc. v. fcc, 592 f.3d 139|47 usc 201|47 usc 201|47 usc 201||
core commc'ns, inc. v. verizon pennsylvania, inc., 493 f.3d 333, 344(3d cir. 2007)||47 usc 252(a)(1)|47 usc 252||
corus staal bv v. dep't of commerce, 395 f.3d 1343, 1346(fed. cir. 2005)|.|19 usc 1677(35)(a)-(b)|19 usc 1677(35)||
council tree commc'ns, inc. v. f.c.c., 503 f.3d 284, 289(3d cir. 2007)|28 usc 2344|28 usc 2344|28 usc 2344||47 usc 405
covad commc'ns co. v. f.c.c., 450 f.3d 528, 537(d.c. cir. 2006)|47 usc 251(d)(2)(b)|47 usc 251(d)(2)(b)|47 usc 251||
coyt v. holder, 593 f.3d 902, 905-06(9th cir. 2010)|.|8 usc 1231(a)(1)(a)|8 usc 1231||8 usc 1229a(c)(7)(a); 8 usc 1229a(c)(6); 8 usc 1229c(b)(2); 8 usc 1231(a)(1)(a)
craker v. drug enforcement admin, 714 f.3d 17||21 usc 823(a)(1)|21 usc 823||
crespo v. holder, 631 f.3d 130, 133(4th cir. 2011)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)(a)|8 usc 1101||
cruz-funez v. gonzales, 406 f.3d 1187, 1191-92(10th cir. 2005)|8 usc 1101(a)(42)(a)|8 usc 1101(a)(42)(a)|8 usc 1101||
cruz-miguel v. holder, 650 f.3d 189, 193(2d cir. 2011)|8 usc 1226(a)(2)(b)|8 usc 1226(a)(2)(b)|8 usc 1226||
ctr. for biological diversity v. nat'l highway traffic safety admin., 538 f.3d 1172(9th cir. 2008)|49 usc 32902|49 usc 32902|49 usc 32902||
ctr. for biological diversity v. salazar, 695 f.3d 893, 906-07(9th cir. 2012)|16 usc 1371(a)(5)(a)|16 usc 1371(a)(5)(a)|16 usc 1371||
ctr. for energy & econ. dev. v. e.p.a., 398 f.3d 653, 660(d.c. cir. 2005)||42 usc 7491(b)(2)|42 usc 7491||
cuadra v. gonzales, 417 f.3d 947, 950-51(8th cir. 2005)||8 usc 1101(f)(6)|8 usc 1101||
cuevas-gaspar v. gonzales, 430 f.3d 1013, 1021-22, 1026(9th cir. 2005) abrogated by holder v. martinez gutierrez, 132 s. ct. 2011, 182 l. ed. 2d 922(u.s. 2012)||8 usc 1229b(a)|8 usc 1229b||
cumberland coal resources, lp v. federal mine safety and health review com'n, 717 f.3d 1020(d.c. cir. 2013)||30 usc 814(d)(1)|30 usc 814||
d.a.s. sand & gravel, inc. v. chao, 386 f.3d 460(2d cir. 2004)||30 usc 801|30 usc 801||usc. const. art. i, 8, cl. 3
da silva neto v. holder, 680 f.3d 25(1st cir. 2012)|8 usc 1229b(1)(b)|8 usc 1229b(1)(b)|8 usc 1229||
dabit v. merrill lynch, 395 f.3d 25(2d cir. 2005)||15 usc 78j(b)|15 usc 78j||
daimlerchrysler corp. v. u.s., 361 f.3d 1378||19 cfr 10.16(b)(3); 19 cfr 10.16(c)(3)|19 cfr 10.16||
davis v. epa, 348 f.3d 772||42 usc 7545(c)(4)(b); 42 usc 7545(k)(2)(b)|42 usc 7545||
davis v. epa, 348 f.3d 772||42 usc 7545(c)(4)(b); 42 usc 7545(k)(2)(b)|42 usc 7545||
davis v. pension ben. guar. corp., 571 f.3d 1288|29 usc 1344(a)(3)(a)|29 usc 1344(a)(3)(a)|29 usc 1344||
davis v. pension ben. guar. corp., 571 f.3d 1288|29 usc 1344(a)(3)(a)|29 usc 1344(a)(3)(a)|29 usc 1344||
davis v. pension ben. guar. corp., 571 f.3d 1288|29 usc 1344(a)(3)(a)|29 usc 1344(a)(3)(a)|29 usc 1344||
day v. staples, inc., 555 f.3d 42(1st cir. 2009)|18 usc 1514a(a)(1)|18 usc 1514a(a)(1)|18 usc 1514a||
de la rosa v. u.s. attorney gen., 579 f.3d 1327(11th cir. 2009)||8 usc 1182(c)|8 usc 1182||
de la rosa v. u.s. dep't of homeland security, 489 f.3d 551(2d cir. 2007)||8 usc 1182(c)|8 usc 1182||
de osorio v. mayorkas, 695 f.3d 1003||8 usc 1153(h)(3)|8 usc 1153||8 usc 1153(h)(1); 8 usc 1153(a)
de sandoval v. u.s. att'y gen., 440 f.3d 1276||8 usc 1229a(a); 8 usc 1231(a)(5)|8 usc 1229a; 8 usc 1231||
de vega v. gonzales, 503 f.3d 45||8 usc 1101(a)(13)(c)(v); 8 usc 1182(a)(2)(a)(i)(i)|8 usc 1101; 8 usc 1182||8 usc 1101(a)(48)(a)
defenders of wildlife v. hogarth, 344 f.3d 1333||16 usc 1413(a)(2)(b)(v)|16 usc 1413||
dekoladenu v. gonzales, 459 f.3d 500||8 usc 1229c(a)(1); 8 usc 1229c(a)(2)(a); 8 usc 1229a(c)(6)(c)(i)(2000)|8 usc 1229c; 8 usc 1229a(2000)||
del . river stevedores v. difidelto, 440 f.3d 615|33 usc 908(j)(i)|33 usc 908(j)(i)|88 usc 908||
delgado v. holder, 563 f.3d 863, 648 f.3d 1095|||||
delgado v. mukasey, 516 f.3d 65(2d cir. 2008)||8 usc 1182(a)(9)(c)(ii)|8 usc 1182||
delgado v. mukasey, 516 f.3d 65||8 usc 1182(a)(9)(c)(ii)|8 usc 1182||
delgado-sabalvarro v. attorney gen. of the u.s., 625 f.3d 782|||||
demski v. u.s. dep't of labor, 419 f.3d 488||42 usc 5851|42 usc 5851||
denis v. attorney gen. of the u.s., 633 f.3d 201|8 usc 1101(a)(43)(s)|8 usc 1101(a)(43)(s)|8 usc 1101||
dep't of air force v. flra, 316 f.3d 280||5 usc 7114(a)(2)|5 usc 7114||
desert citizens against pollution v. epa, 699 f.3d 524||42 usc 7412(c)(6)|42 usc 7412||42 usc 7412(d)(2)
detroit edison co. v. ferc, 334 f.3d 48||16 usc 824(b)(1)|16 usc 824||
deus v. holder, 591 f.3d 807||8 usc 1229b(a)(2)|8 usc 1229b||
dhx, inc. v. surface transp. bd., 501 f.3d 1080||49 usc 13101|49 usc 13101||49 usc 13701
dia v. ashcroft, 353 f.3d 228|||||
dickow v. united states, 654 f.3d 144||26 usc 6081|26 usc 6081||treasury reg. 20.6081-1(a); treasury reg. 20.6081-1(b); treasury reg. 20.6081-1©
disability law ctr. of alaska, inc. v. anchorage school dist., 581 f.3d 936||42 usc 15043; 20 usc 1232g|42 usc 15043; 20 usc 1232g||
disabled am. veterans v. sec. of veterans affairs, 327 f.3d 1339||38 cfr 19.9(a)(2); 38 cfr 19.9(b)(2)|38 cfr 19.9||38 usc 7104(a); 38 usc 7104(b); 38 usc 511(a)
disabled am. veterans v. sec. of veterans affairs, 327 f.3d 1339||38 cfr 19.9(a)(2); 38 cfr 19.9(b)(2)|38 cfr 19.9||39 usc 7104(a); 38 usc 7104(b); 38 usc 511(a)
disabled am. veterans v. sec. of veterans affairs, 327 f.3d 1339||38 cfr 19.9(a)(2); 38 cfr 19.9(b)(2)|38 cfr 19.9||40 usc 7104(a); 38 usc 7104(b); 38 usc 511(a)
disabled am. veterans v. sec. of veterans affairs, 327 f.3d 1339||38 cfr 19.9(a)(2); 38 cfr 19.9(b)(2)|38 cfr 19.9||41 usc 7104(a); 38 usc 7104(b); 38 usc 511(a)
disabled am. veterans v. sec. of veterans affairs, 327 f.3d 1339||38 cfr 19.9(a)(2); 38 cfr 19.9(b)(2)|38 cfr 19.9||42 usc 7104(a); 38 usc 7104(b); 38 usc 511(a)
disabled rights action committee v. las vegas events, inc., 375 f.3d 861||42 usc 12188(a)(1)|42 usc 12188||42 usc 12186(b); 42 usc 12206(c)
doe v. united states, 372 f.3d 1347|5 usc 5542(a)|5 usc 5542(a)|5 usc 5542||
doe v. united states, 372 f.3d 1347|5 usc 5542(a)|5 usc 5542(a)|5 usc 5542||
dominion energy brayton point, llc v. johnson, 443 f.3d 12|33 usc 1326(a); 33 usc 1342(a)|33 usc 1326(a); 33 usc 1342(a)|33 usc 1326; 33 usc 1342||
dominion res., inc. v. united states, 681 f.3d 1313|treasury regulation 1.263a-11(e)(1)(ii)(b)|treasury regulation 1.263a-11(e)(1)(ii)(b)|treasury regulation 1.263a-11||irc 263a(f)(2)(a)(ii)
domtar maine corp. v. ferc, 347 f.3d 304||16 usc 797(e); 16 usc 817(1)|16 usc 797; 16 usc 817||
domtar maine corp. v. ferc, 347 f.3d 304||16 usc 797(e); 16 usc 817(1)|16 usc 797; 16 usc 817||
donchev v. mukasey, 553 f.3d 1206|8 usc 1101(a)(42)(a)|8 usc 1101(a)(42)|8 usc 1101||
dongbu steel co. v. united states, 635 f.3d 1363||19 usc 1677(35)|19 usc 1677||
donnelly v. faa, 411 f.3d 267|49 usc 44710(b)(2)|49 usc 44710(b)(2)|49 usc 44710||
dorbest ltd. v. united states, 604 f.3d 1363||19 usc 1677b(c)(4)(a)|19 usc 1677b||19 cfr 351.408(c)(3)
dreiling v. am. express co., 458 f.3d 942||15 usc 78p(b)|15 usc 78p||
dupont teijin films usa, lp v. united states, 407 f.3d 1211|19 usc 1667a(c)(1)(c)|19 usc 1667a(c)(1)(c)|19 usc 1667a||
dupont teijin films usa, lp v. united states, 407 f.3d 1211|19 usc 1667a(c)(1)(c)|19 usc 1667a(c)(1)(c)|19 usc 1667a||
duvall v. attorney gen. of the u.s., 436 f.3d 382|||||
e.e.o.c. v. seafarers int'l union, 394 f.3d 197, 202(4th cir. 2005)|||||
e.e.o.c. v. thrivent fin. for lutherans, 700 f.3d 1044, 1049(7th cir. 2012)|42 usc 12112(d)|42 usc 12112(d)|42 usc 12112||
e.i. du pont de nemours & co., inc. v. united states, 365 f.3d 1367, 1379(fed. cir. 2004)||41 usc 120(a)(3)|41 usc 120||
eagle broad. grp., ltd. v. f.c.c., 563 f.3d 543, 553(d.c. cir. 2009)||47 usc 312(g)|47 usc 312||47 usc 301
earth island inst. v. ruthenbeck, 490 f.3d 687, 698-99(9th cir. 2007)|"no statute; cfr says it's ""dated"""|36 c.f.r. 215.12(f); 36 cfr 215.4(a)|36 c.f.r. 215.12; 36 cfr 215.4||
earthlink, inc. v. f.c.c., 462 f.3d 1, 7(d.c. cir. 2006)||47 usc 160|47 usc 160||5 usc 706
echostar satellite l.l.c. v. f.c.c., 457 f.3d 31, 41(d.c. cir. 2006)||47 usc 339(c)(3)|47 usc 399||
echostar satellite l.l.c. v. f.c.c., 704 f.3d 992, 997(d.c. cir. 2013)||47 usc 549(a); 47 usc 549(b)|47 usc 549||
edmonds v. chao, 449 f.3d 51, 58(1st cir. 2006)||29 usc 1574(d)|29 usc 1574||29 usc 1574(h)
edwards v. dewalt, 681 f.3d 780, 787(6th cir. 2012)|||||
edwards v. i.n.s., 393 f.3d 299, 308(2d cir. 2004)|||||
efagene v. holder, 642 f.3d 918, 921(10th cir. 2011)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227||
eisenrich v. minneapolis retail meat cutters & food handlers pension plan, 574 f.3d 644, 650(8th cir. 2009)||29 usc 1053(a)(3)(b)|29 usc 1053||
